,Unnamed: 0,Tweets,Angry,Fear,Happy,Sad,Surprise
624,624,Did this just got release? Cuz I swear this was on Netflix since forever and why is it only trending now and at #8,1.0,0.0,0.0,0.0,0.0
625,625,@DeanObeidallah @laurenboebert No it was Republicans. Joe Biden has been a racist until y’all said he wasn’t 5 min ago. CNN is next. Then Netflix. We are taking it back from “Vicky Victims”,0.0,0.0,0.0,0.0,1.0
626,626,@Reuters Its annoying that something like Netflix could be considered in danger over this. Stock price isn't everything.,0.0,0.4,0.0,0.6,0.0
627,627,"RT @LetsOTT: 365 days’ part 3 is in the works at Netflix!

Part 2 releases tomorrow.",0.0,0.5,0.5,0.0,0.0
628,628,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
629,629,"RT @connieehehe: Netflix: *not announcing the renewal of the second season yet*
hstwt: https://t.co/APG636jcig",0.0,0.0,0.0,0.0,0.0
630,630,"RT @netflix: Romantic gestures on a sports fields just hit different

📺 Heartstopper 
📽️ To All The Boys... https://t.co/1cskoi77X9",0.33,0.33,0.33,0.0,0.0
631,631,RT @hodgetwins: So is it ok for me to say Only women can get pregnant. Someone tell Netflix https://t.co/y4UveeeHyZ,0.0,0.0,0.0,0.5,0.5
632,632,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
633,633,@netflix @AliceOseman @NetflixUK don’t be shy. comfirm a season two.,0.0,0.0,0.0,0.0,0.0
634,634,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
635,635,@Reuters Well it’s not rocket science with some of the crap on Netflix,0.0,0.0,0.0,0.0,1.0
636,636,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
637,637,"RT @iamblackmyth2: 2022 TOP 20 Popular Released Movies on Netflix that you must watch 

Thread.....

1. The Adam Project....Choose Or Die h…",0.0,0.0,0.0,0.0,1.0
638,638,@DogWalkBarstool if Netflix adds commercials I’m dropping my subscription that day,0.0,0.0,0.5,0.5,0.0
639,639,"RT @RangerBoard: Two interviews with #PowerRangers stunt actor, stunt coordinator, director, action director, 2nd unit director Akihiro 'Yu…",0.0,0.57,0.0,0.0,0.43
640,640,"RT @AniGuha: Ryan Gosling, Chris Evans, Regé-Jean Page and…

Dhanush. How to not be excited? 

#TheGrayMan on @netflix. https://t.co/JmAXSk…",0.0,0.0,0.0,1.0,0.0
641,641,RT @hodgetwins: So is it ok for me to say Only women can get pregnant. Someone tell Netflix https://t.co/y4UveeeHyZ,0.0,0.0,0.0,0.5,0.5
642,642,My Netflix position is not playing out in my favor yet. Wondering where the bottom is. I’ll put more on if it gets to $150.,0.0,0.25,0.25,0.25,0.25
643,643,"(we've all read the books, after my oldest son discovered the webcomics a couple of years ago) Said son declared himself too old and cynical to watch, but has since binge watched the whole series three times 😂 @netflix season 2 ASAP please!",0.0,0.29,0.0,0.14,0.57
644,644,RT @hodgetwins: So is it ok for me to say Only women can get pregnant. Someone tell Netflix https://t.co/y4UveeeHyZ,0.0,0.0,0.0,0.5,0.5
645,645,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
646,646,"RT @LEEDOHYUN_SKY95: Watch Actor #LeeDoHyun's Amazing Eye-Acting Skills on Netflix 'Melancholia' ! 💕 (Now available)

#Melancholia #이도현 htt…",0.0,0.0,0.0,0.33,0.67
647,647,"RT @IngrahamAngle: Netflix losing subscribers.
CNN+ shuts down.
Disney stock value dropping.
Twitter takeover by Musk.

Just the beginning?",0.33,0.33,0.0,0.33,0.0
648,648,RT @KingJosiah54: When LeBron see Kyrie in the Maldives https://t.co/i2UDKqc5IS,0.0,0.0,0.0,0.0,0.0
649,649,"@WhoAmIIM 10k aja kak

halo!
aku jual app prem nih 🙀 ada netflix, disney, youtube, spotify, hbo go/max, wetv, viu, iqiyi, canva, scribd, vidio, grammarly, dll!

✔️ aman, legal, proses cepat, trusted 6000+ testi
💸 all e-wallet, qris, bca
💌 dm/wa : https://t.co/6uoOCTMZij https://t.co/p6lbeoGRTq",0.0,1.0,0.0,0.0,0.0
650,650,"@NafNaf_flc Bro there was this one that was pregnant that came in my place through a window. Everytime I came home I'd find it on my sofa chilling, watching Netflix https://t.co/mGiMK2u50w",0.0,0.17,0.0,0.33,0.5
651,651,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
652,652,how did i just find out that 365 days 2 releases tomorrow on netflix…?????,0.0,0.0,1.0,0.0,0.0
653,653,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
654,654,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
655,655,@LukeShoeFitter @bryanfogel @netflix @ovi8 @NHL @Capitals There is A LOT of $$ at play in international sport at this level!,0.0,0.67,0.0,0.33,0.0
656,656,RT @Karthikravivarm: #TheGrayMan July 22nd on Netflix https://t.co/fR2t3NFjva,0.0,0.0,0.0,0.0,0.0
657,657,"@hodgetwins Want to hear something funny! I bought a couple shares of Netflix a while back at $362 dollars.
Today its worth under $200 thanks to garbage content like this…😞",0.0,0.67,0.0,0.0,0.33
658,658,RT @box0fficeindia: #RadheShyam (Hindi) Set to Stream on #Netflix from 3rd May. #Prabhas,0.0,1.0,0.0,0.0,0.0
659,659,@thegaffer I think it's also that the stuff they churn out stinks.  Few months ago was watching a Netflix original movie with the lady I was seeing and right after we watched the movie Public Enemies and she was blown away by how much better the studio movie was than the Netflix one,0.22,0.11,0.0,0.11,0.56
660,660,I mean I tried 🥲 i am not at good sketching 🙊 @kit_connor #NICKNELSON #Heartstopper @NetflixUK #netflix https://t.co/M3K40ZCQad,0.0,0.0,1.0,0.0,0.0
661,661,RT @hodgetwins: So is it ok for me to say Only women can get pregnant. Someone tell Netflix https://t.co/y4UveeeHyZ,0.0,0.0,0.0,0.5,0.5
662,662,RT @BROWNIE__XX: Please someone recommend good Netflix series with game of thrones type of settings Abeg 🤲🏾🤲🏾🤲🏾,0.0,0.33,0.33,0.33,0.0
663,663,"RT @sejeong_news: [📊] Business Proposal Netflix Rankings for April 26

• #5 in Top 10 TV shows on Netflix worldwide (316 pts)
• #1 in Hong…",0.0,0.5,0.0,0.0,0.5
664,664,"RT @IngrahamAngle: Netflix losing subscribers.
CNN+ shuts down.
Disney stock value dropping.
Twitter takeover by Musk.

Just the beginning?",0.33,0.33,0.0,0.33,0.0
665,665,"RT @snyder_all: Since exposing WB's management,

- Ray Fisher was in a project produced by Jay Z and Will Smith

- Will star in Netflix big…",0.0,0.0,0.0,0.0,0.0
666,666,"RT @netflix: The fans are ready. Are you? Ozark, the final episodes, streaming this Friday. https://t.co/DVaWE6vrHa",0.0,0.33,0.33,0.33,0.0
667,667,@Mr_BotDMT nice. netflix needs to stop their shate yk,0.0,0.0,1.0,0.0,0.0
668,668,RT @veritynicole_: been obsessed with the show bridgerton lately on netflix https://t.co/mq5HaWfnsD,0.0,0.0,0.0,0.0,0.0
669,669,"RT @reckless: Between Twitter employees unhappy with change, Netflix employees unhappy with new pay leveling, and the amount of money float…",0.0,0.0,0.0,1.0,0.0
670,670,.@Amazon @Apple @Exelon @Google @HP @Meta @Microsoft @Netflix @PepsiCo @Salesforce @Walmart heed the urgent call from @BillWeihl and @MichaelEMann to “stand up” for $555 billion in climate investments. #GoTimeForClimate #30DaysOfClimate #30DayChallenge https://t.co/f1yyoHngA5,0.0,1.0,0.0,0.0,0.0
671,671,"@AmazonStudios @PrimeVideo @jennyhan @thesummeritp You did not take the hint from Netflix. We live in America. We prefer Americans, not oriental.",0.0,0.0,1.0,0.0,0.0
672,672,"@NFTCompanyy SUPERMETA+  🔥🔥🔥
@supermetaplus_ NFT
WHITELIST open for Collection 02 X Jody Tseng (produced BRAVE Animated Series on NETFLIX)
✅ Robust holder benefits
✅ Roadmap already in development
✅ Experienced Team
JOIN⬇️⬇️⬇️
https://t.co/YIXGZP9EwQ
#NFT #NFTs #NFTCommunity #Ethereum https://t.co/TO64e2OT9V",0.0,1.0,0.0,0.0,0.0
673,673,"RT @MoosCrewOffcl: Kingdom netflix version Cheetor/Primal, scratchless Galvatron, and Soundwave. 
There are more examples I am sure. But th…",0.0,1.0,0.0,0.0,0.0
674,674,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
675,675,"1099. spotify inplan 1 bulan
1100. spotify inplan 3 bulan
1101. spotify inplan 1 bulan
1102. netflix 1 hari

#testiaumy https://t.co/KwuSFLUo2Q",0.0,0.0,0.0,0.0,0.0
676,676,RT @ActorRebelstar: #RadheShyam (Hindi) Will Stream on  #Netflix From May 3rd!! #Prabhas https://t.co/RZxxZJAFTh,0.0,1.0,0.0,0.0,0.0
677,677,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
678,678,"RT @HeraJabami: Do you prefer to watch Netflix? 🥵

24h 👀👀👀👀 https://t.co/zYKNfX6lCV",0.0,0.0,0.5,0.0,0.5
679,679,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
680,680,"@qtdixa * /  mt only 🖤
Netflix or dinner : dinner 
kiss or hug : hug hug 
baby or daddy  : baby meow meow
challenge or up to you : up to you",0.0,0.0,0.0,0.0,0.0
681,681,"@elonmusk after you takeover fakebook, netflix, disney, lets work on unleashing the cures for cancer, diabetes, alzheimers, etc that have been kept hidden from us. Healing beds? The Elon Bed has a nice ring to it.",0.25,0.25,0.25,0.25,0.0
682,682,"RT @kiaolivias: @netflix yes it does, iconic if you ask me https://t.co/YPAE7W9oct",0.0,0.5,0.0,0.5,0.0
683,683,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
684,684,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
685,685,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
686,686,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
687,687,"RT @IngrahamAngle: Netflix losing subscribers.
CNN+ shuts down.
Disney stock value dropping.
Twitter takeover by Musk.

Just the beginning?",0.33,0.33,0.0,0.33,0.0
688,688,"@vickyandbunny @Xion_Sempai Netflix = -2000iq.
They decide go bankrutp",0.0,1.0,0.0,0.0,0.0
689,689,"RT @Viviana2451: Can I invite you over to watch anime, Netflix and play with Pokémon?  🙈 https://t.co/dsGrrHKP72",0.0,0.67,0.0,0.0,0.33
690,690,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
691,691,"@ARFrederiksen Actually it’s coming to Apple + so I was wrong to say Netflix, but STILL! The flailing.",0.0,0.0,0.0,0.0,1.0
692,692,RT @netflix: It’s Ryan Gosling vs. Chris Evans in The Gray Man — FIRST LOOK: https://t.co/YWxFRJW62D,0.0,0.5,0.0,0.0,0.5
693,693,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
694,694,"RT @delitecinemas: First Look of @dhanushkraja in  #TheGrayMan 🔥🔥🔥

#Dhanush #Netflix https://t.co/HF3nQrxPwn",0.0,0.0,0.0,0.0,1.0
695,695,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
696,696,"Netflix: Crap. We're hemorrhaging subscribers and our stock is in free fall. We need some new killer content immediately.

Rowan Atkinson: Hold my spatula. https://t.co/0cbiydIVis",0.0,0.5,0.25,0.0,0.25
697,697,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
698,698,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
699,699,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
700,700,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
701,701,@hufflepuffsimp b...bestie netflix charlie or webtoon charlie,0.0,0.0,0.0,0.0,0.0
702,702,RT @DannyWxo: @netflix Kit Connor really delivered in every single scene like his rent was due and the eviction notice was on the door and…,0.0,0.67,0.0,0.0,0.33
703,703,@PopBase @kit_connor @joelocke03 a win for netflix !!!  https://t.co/z2UlgcAKKq,0.0,0.0,0.0,0.0,0.0
704,704,RT @torrie_valdes: I’d like to tweet for the first time after several months. Madlyn from The Ultimatum on Netflix is the most toxic girl I…,0.0,0.0,0.0,0.0,1.0
705,705,"RT @snyder_all: Since exposing WB's management,

- Ray Fisher was in a project produced by Jay Z and Will Smith

- Will star in Netflix big…",0.0,0.0,0.0,0.0,0.0
706,706,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
707,707,@ASoftstar When’s the Netflix version happening ?,0.0,0.0,0.0,0.0,0.0
708,708,RT @hodgetwins: So is it ok for me to say Only women can get pregnant. Someone tell Netflix https://t.co/y4UveeeHyZ,0.0,0.0,0.0,0.5,0.5
709,709,Two upstart stocks in the streaming world to keep an eye on as Netflix tumbles. https://t.co/eqaFuUldaY #stocks #business,0.0,1.0,0.0,0.0,0.0
710,710,"That's how we tame them. Well done Bharat! Hit them where it hurts and you can watch Azadi ki Amrit Kahaniyan on Netflix 😉 @SriramKannan77 @AkshitaSinghB @Anamikaa6969 @RatanSharda55 @RajniGoswami8 @RamaPothineni @artmagneto @itsShilpiS @BharadiyaSuhani 
https://t.co/7rWonvJULQ",0.25,0.0,0.0,0.25,0.5
711,711,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
712,712,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
713,713,RT @netflix: It’s Ryan Gosling vs. Chris Evans in The Gray Man — FIRST LOOK: https://t.co/YWxFRJW62D,0.0,0.5,0.0,0.0,0.5
714,714,Is ‘Dialogue Earth’ on Netflix UK? Where to Watch the Documentary https://t.co/KNLxkOqdWx,0.0,0.0,0.0,0.0,1.0
715,715,RT @Variety: ‘Heartstopper’ Tops Twitter Chart After Netflix Debut https://t.co/8hZIjI2aCV,0.0,0.0,0.0,0.67,0.33
716,716,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
717,717,"RT @snyder_all: Since exposing WB's management,

- Ray Fisher was in a project produced by Jay Z and Will Smith

- Will star in Netflix big…",0.0,0.0,0.0,0.0,0.0
718,718,@smolflacko @ifitaintselgo Netflix is kinda full of those so disney +,0.0,0.0,0.0,0.0,0.0
719,719,"RT @OSPyoutube: and so netflix, hearing the prophecy of its doom, sacrificed its animation projects and exposed its hype titles on the moun…",0.0,0.5,0.0,0.5,0.0
720,720,"RT @Heartstopper_TV: netflix posted this clip on instagram and the caption has me crying all over again:

""i hope everyone who's had to sac…",0.0,1.0,0.0,0.0,0.0
721,721,"RT @Reuters: After Netflix fell 35% in one day last week, investors are wondering if the credits are rolling on media stocks. Adam Coons of…",0.17,0.5,0.17,0.0,0.17
722,722,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
723,723,"From the busy streets of Paris to the beaches of Étretat, @netflix's #Lupin captures the beauty of #France. https://t.co/lTTizKJi7a https://t.co/6oJJYVmLmS",0.0,0.25,0.5,0.25,0.0
724,724,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
725,725,"@Variety @DIRECTV Queer? Coming of age? 
You mean grooming of our youth through sexual indoctrination, I fixed that header for you. Just another reason my entire foamily canceled Netflix. Not in my home, not ever.",0.12,0.25,0.0,0.38,0.25
726,726,RT @jaymo_ke: With all durexpect let's Netflix and chill.😌,0.0,0.0,0.0,1.0,0.0
727,727,"RT @HollywoodTamil0: The official first look's #TheGrayMan 

@RyanGosling @ChrisEvans @dhanushkraja Ana de Armas

Premiering On Netflix Fro…",0.0,0.0,0.0,0.0,1.0
728,728,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
729,729,"RT @nandha_reports: waiting thalaiva..@dhanushkraja  

#TheGrayMan #Dhanush #dhanushkraja  #Netflix https://t.co/P0hw5ol0jW",0.0,0.0,0.0,0.0,1.0
730,730,RT @netflix: SCREAM (1996) https://t.co/LV6LZar2JH,0.0,0.0,0.0,0.0,0.0
731,731,RT @stardream61016: Another reason to hate on Netflix https://t.co/Nk6QyfQwpc,0.0,0.0,0.0,1.0,0.0
732,732,RT @netflix: This moment of realization in Heartstopper is a crucial reminder that having a few people who love you for who you are is much…,0.0,0.5,0.5,0.0,0.0
733,733,"$SPY $DIA $IWM $QQQ $IBB $XBI 

India &amp; Indian people must ban American companies; Indians ban Walmart, Amazon, Netflix, Facebook, Tweeter, Microsoft, Google, American car companies, CNN, Foxnews, Bloomberg.",0.0,0.0,0.0,1.0,0.0
734,734,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
735,735,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
736,736,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
737,737,I tweet for the people that recognize the grace of Beyoncé giving us her Coachella performance on Netflix.,0.0,0.5,0.0,0.5,0.0
738,738,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
739,739,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
740,740,"Here is @dhanushkraja first look for #TheGrayMan. The movie will be out on July 22 on Netflix, 17th July in theatres. @AGBOfilms https://t.co/UJeLHOLgoK",0.0,0.0,0.0,0.0,1.0
741,741,"RT @layzhngy: Netflix Premium Account For Sale Ph 

💌Dm me to avail and more info https://t.co/Lr7zf9hpJk",0.0,1.0,0.0,0.0,0.0
742,742,"Sometimes when you throw on a new show, you just know that it’s going to revitalize your Spotify. #Heartstopper is one of those shows: https://t.co/3EVRUXvoyD https://t.co/kD26YtdJK0",0.0,1.0,0.0,0.0,0.0
743,743,"RT @BarackObama: Our Great National Parks is out today on @Netflix, and I can't wait for you to watch it. This @HGMedia series takes a look…",0.17,0.17,0.33,0.0,0.33
744,744,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
745,745,RT @jsxrinarx: Who wants to watch an anime movie on Netflix with me? 😇 https://t.co/7OlFrDyFow,0.0,0.0,0.0,0.0,1.0
746,746,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
747,747,RT @netflix: SCREAM (1996) https://t.co/LV6LZar2JH,0.0,0.0,0.0,0.0,0.0
748,748,"RT @Queensynto: Hi can i be your girlfriend, We will watch Netflix and play Anime &amp; Pokémon together 😍 https://t.co/WuAxTID2my",0.0,0.5,0.0,0.0,0.5
749,749,"I get why it is the way it is, but think of how much more hype and sponsorship investment you'd be able to get if you broke your tournament up in to segments and aired the matches for like, an hour at a time, once a week, similar to a tv season vs the Netflix model we use now.",0.0,0.4,0.0,0.0,0.6
750,750,"RT @DansLieOfTheDay: In a desperate hunt for content, Netflix is paying young women $2,000,000 to commit a crime and giving Netflix exclusi…",0.0,0.6,0.0,0.2,0.2
751,751,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
752,752,@lollypeezle Next time carry power bank and MP. You go thank me later. No forget to get subscription for Netflix.,0.67,0.33,0.0,0.0,0.0
753,753,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
754,754,"RT @isthtmus: Netflix be so insecure , yea babe I’m still here",0.0,1.0,0.0,0.0,0.0
755,755,"RT @ighaworth: If you’re leaving Twitter because of a billionaire, you might want to consider:
❌ Facebook &amp; Instagram (Mark Zuckerberg)
❌ A…",0.33,0.0,0.0,0.67,0.0
756,756,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
757,757,RT @SureshKondi_: .@dhanushkraja's The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/RBRLr7LM3W,0.0,1.0,0.0,0.0,0.0
758,758,RT @rPrequelMemes: The fall of Netflix... https://t.co/FNXg1ppwyV https://t.co/cTu32lUwk0,0.0,0.0,0.0,0.0,0.0
759,759,Renew for season 2 and 3 https://t.co/yJ42pyimbR,0.0,0.0,0.0,0.0,0.0
760,760,RT @netflix: It’s Ryan Gosling vs. Chris Evans in The Gray Man — FIRST LOOK: https://t.co/YWxFRJW62D,0.0,0.5,0.0,0.0,0.5
761,761,"RT @NetflixFilm: This is a love worth fighting for.


Dakota Johnson stars in PERSUASION, based on the novel by Jane Austen, most humbly yo…",0.0,0.4,0.2,0.4,0.0
762,762,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
763,763,"@PIB_India @NetflixIndia @MIB_India @netflix Dear @PMOIndia the @DDNational has the biggest reach to the common Bharatiya without even paying any subscription out of pocket.
Why are you engaging with anti-Hindu anti-Bharat woke outlet like #Netflix ?

https://t.co/2fIs4slRlC",0.0,0.67,0.0,0.0,0.33
764,764,"RT @hazelluvly: Rihanna  body,Beyonce  sexy ,Wizkid  vibes ,need me a boyfriend that loves Anime Pokemon Netflix and chill🥰 https://t.co/BT…",0.0,0.0,1.0,0.0,0.0
765,765,RT @rosealinaof: Te paso a buscar y vemos Pokémon en Netflix? 😈😍 RT https://t.co/TWHhIwYnhI,0.0,0.0,0.0,0.0,0.0
766,766,"@goodday_gronola Ada kak yuk dm
PREMIUM APPS
✔️trusted 
✔️bergaransi
💳All e-wallet, BRI, Qris
👉DM / WA ➡️ https://t.co/L51jnE9v1d
🔎500+ testi on bio

jual netflix spotify youtube wetv viu Disney HBO go iqiyi vidio Drakor id canva  grammarly Scribd am vsco remini https://t.co/PdzwzTuEpR",0.0,0.0,0.0,0.0,0.0
767,767,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
768,768,RT @netflix: It’s Ryan Gosling vs. Chris Evans in The Gray Man — FIRST LOOK: https://t.co/YWxFRJW62D,0.0,0.5,0.0,0.0,0.5
769,769,RT @sekartweets: First look of @dhanushkraja from his @netflix film #TheGrayMan 🔥🔥 https://t.co/SoUd4YKhRK,0.0,0.0,0.0,0.0,1.0
770,770,"@netflix Wow,can't wait to see!🫣",0.5,0.0,0.0,0.0,0.5
771,771,@BarackObama @netflix @HGMedia Outstanding series!,0.0,0.0,1.0,0.0,0.0
772,772,"RT @nickisnotgreen: best tv show for each streaming service
hbo max: barry
netflix: i think you should leave
prime: the boys
disney+: moon…",0.0,0.0,0.0,0.0,1.0
773,773,"The only @netflix documentary I need in my life right now is a rollercoaster love story gone off the rails for Johnny Depp and Amber Heard, call it Shit Happens or something

Come on, this thing will resurrect the share price in hours. Get to work 😂🤞🙏🙌 #JohnnyDeppVsAmberHeard",0.11,0.44,0.11,0.11,0.22
774,774,Both actors' facial hair is their own character. #ChrisEvans #RyanGosling #TheGrayMan https://t.co/fzWw47c676,0.0,0.5,0.0,0.0,0.5
775,775,"RT @VenghaiMohan: International actor @dhanushkraja star ..

The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers ht…",0.0,1.0,0.0,0.0,0.0
776,776,"RT @snyder_all: Since exposing WB's management,

- Ray Fisher was in a project produced by Jay Z and Will Smith

- Will star in Netflix big…",0.0,0.0,0.0,0.0,0.0
777,777,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
778,778,Are y'all trying to bring down Will Smith's entire career just because he slapped Chris for shadding his wife? Funny! Haters all out! #Netflix #WillSmith,0.0,0.33,0.0,0.33,0.33
779,779,RT @Sri_Dilani: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers ❤️ https://t.co/r2AiN9PEjO,0.0,1.0,0.0,0.0,0.0
780,780,"‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tomatoes. https://t.co/CpwVktImal",0.33,0.0,0.0,0.33,0.33
781,781,"@vickyandbunny WOW OKAY I'M NOT TRYING TO BE DRAMATIC BUT YOUR ART MADE ME TEAR UP, LEGIT THE COLORS AND STYLE AND EVERYTHING IS SO PRETTY AND COOL?? netflix boycott for real 🤨 /j",0.11,0.0,0.22,0.56,0.11
782,782,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
