,Unnamed: 0,Tweets,Angry,Fear,Happy,Sad,Surprise
290,290,"RT @MichKatami: Here is @dhanushkraja first look for #TheGrayMan. The movie will be out on July 22 on Netflix, 17th July in theatres. @AGBO…",0.0,0.0,0.0,0.0,1.0
291,291,RT @Ladiesluvjaydee: Netflix &amp; Chill? #Nsfwtwt https://t.co/1K6016dAKB,0.0,0.0,0.0,1.0,0.0
292,292,"RT @MichKatami: Here is @dhanushkraja first look for #TheGrayMan. The movie will be out on July 22 on Netflix, 17th July in theatres. @AGBO…",0.0,0.0,0.0,0.0,1.0
293,293,"New stills from The Gray Man coming on Netflix this July.
It also might be Netflix's most ambitious film yet: a planned franchise starter with a reported budget of $200 million, making it one of the priciest original films in the streaming service's history.

📸PAUL ABELL/NETFLIX https://t.co/1B73NTHmMj",0.25,0.25,0.0,0.25,0.25
294,294,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
295,295,I just found out that 365 is gonna be back on Netflix this weekend and I’m pumped. Judge me based on my movie taste lol but I liked the first one,0.0,0.0,0.33,0.33,0.33
296,296,"RT @FilmUpdates: Netflix’s ‘HEARTSTOPPER’ is now officially certified fresh on Rotten Tomatoes with a score of 100%

(https://t.co/kqgLxR0J…",1.0,0.0,0.0,0.0,0.0
297,297,"RT @FilmUpdates: Netflix’s ‘HEARTSTOPPER’ is now officially certified fresh on Rotten Tomatoes with a score of 100%

(https://t.co/kqgLxR0J…",1.0,0.0,0.0,0.0,0.0
298,298,RT @netflix: This moment of realization in Heartstopper is a crucial reminder that having a few people who love you for who you are is much…,0.0,0.5,0.5,0.0,0.0
299,299,RT @rPrequelMemes: The fall of Netflix... https://t.co/FNXg1ppwyV https://t.co/cTu32lUwk0,0.0,0.0,0.0,0.0,0.0
300,300,Shit like this is why i cancelled my Netflix account. Anyone who believes this kind of shit is a retard! https://t.co/A3MBYJrkb0,0.0,0.33,0.33,0.0,0.33
301,301,"RT @netflix: The fans are ready. Are you? Ozark, the final episodes, streaming this Friday. https://t.co/DVaWE6vrHa",0.0,0.33,0.33,0.33,0.0
302,302,Love Death Robots and Stranger Things both comeback. I'm getting Netflix back next month I guess. https://t.co/ayyKQE9161,0.0,0.4,0.2,0.0,0.4
303,303,"RT @allisonperryart: seeing a lot of buzz about Netflix trainee program rejections on the timeline today, so just a reminder:

rejection do…",0.0,0.0,0.0,0.5,0.5
304,304,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
305,305,"RT @selinasel09: Words cannot even begin to describe how healing, heart wrenching, and beautiful @netflix’s #Heartstopper is. Healing and b…",0.25,0.0,0.25,0.5,0.0
306,306,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
307,307,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
308,308,RT @netflix: It’s Ryan Gosling vs. Chris Evans in The Gray Man — FIRST LOOK: https://t.co/YWxFRJW62D,0.0,0.5,0.0,0.0,0.5
309,309,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
310,310,"RT @Sammykinz: Hey @paramountplus @IMDbTV @PrimeVideo @netflix @hulu!!! @CBS settled their lawsuit for MacGyver, so if you want a fantastic…",0.0,0.0,0.0,0.0,1.0
311,311,"RT @jayakaran08: #TheGrayMan 
@Russo_Brothers @NetflixFilm @netflix thanks :) @dhanushkraja https://t.co/KPq4axY58U",0.0,0.0,0.0,0.0,0.0
312,312,RT @rPrequelMemes: The fall of Netflix... https://t.co/FNXg1ppwyV https://t.co/cTu32lUwk0,0.0,0.0,0.0,0.0,0.0
313,313,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
314,314,"RT @netflix: The fans are ready. Are you? Ozark, the final episodes, streaming this Friday. https://t.co/DVaWE6vrHa",0.0,0.33,0.33,0.33,0.0
315,315,"RT @bossa_viv: Now that we know that the final show will be recorded for distribution, this is a great chance to make it available to int’l…",0.0,0.5,0.25,0.25,0.0
316,316,RT @diorjunkie613: Russo brothers? This gonna be firr,0.0,0.0,0.0,0.0,1.0
317,317,@its_aminaa_ 🕯 we need the third installment and it has to be a slutty netflix film 🕯,0.0,0.0,0.0,0.0,0.0
318,318,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
319,319,"RT @shiyoonk: Hey Twitter! Netflix is still making a lot of amazing fresh, insightful, memorable and quality things in animation - trust me…",0.0,0.14,0.0,0.43,0.43
320,320,RT @BbHaleem: Who wants to watch an anime movie on Netflix with me? 😇 https://t.co/zVY4BvoKkt,0.0,0.0,0.0,0.0,1.0
321,321,"RT @EW: Directors Joe and Anthony Russo tease their Netflix spy thriller #TheGrayMan, which pits Ryan Gosling against Chris Evans. https://…",0.0,0.0,0.0,0.67,0.33
322,322,"RT @saloon_kada: #TheGrayMan - #Dhanush First Look🔥
 
Music : Henry Jackman🎵
Direction : Russo Brothers💥

Direct Premiere On Netflix @ July…",0.0,0.0,0.0,0.0,1.0
323,323,That's definitely what I was thinking when I saw this. 😂 https://t.co/xm0lnNIFUb,0.0,0.5,0.0,0.0,0.5
324,324,@netflix @Chrishell7 the only good movie in your catalog,0.0,0.0,1.0,0.0,0.0
325,325,"RT @netflix: The fans are ready. Are you? Ozark, the final episodes, streaming this Friday. https://t.co/DVaWE6vrHa",0.0,0.33,0.33,0.33,0.0
326,326,RT @BbHaleem: Who wants to watch an anime movie on Netflix with me? 😇 https://t.co/zVY4BvoKkt,0.0,0.0,0.0,0.0,1.0
327,327,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
328,328,RT @BbHaleem: Who wants to watch an anime movie on Netflix with me? 😇 https://t.co/zVY4BvoKkt,0.0,0.0,0.0,0.0,1.0
329,329,Just watched “The Perfect Bid” on Netflix… I’ve heard about the guy before and I have to say… he’s smart! And if anyone is mad about that then they clearly have never seen the price is right. The whole point of winning on that show is by memorizing numbers,0.14,0.43,0.0,0.14,0.29
330,330,"I started #Heartstopper on Netflix today and shis show is SO CUTE DAMN PLZ
Charlie bby boy ♥ https://t.co/CCKiQ4gyYo",0.0,0.0,1.0,0.0,0.0
331,331,RT @BbHaleem: Who wants to watch an anime movie on Netflix with me? 😇 https://t.co/zVY4BvoKkt,0.0,0.0,0.0,0.0,1.0
332,332,"RAAAAAAAH I WAS JOKING WHEN I SAID HOW IS THIS APP STILL FREE TAKE MY MONEY NOW…. THATS WHEN TWITTER WAS CARNAGE AND GOOD!!!  TWITTER NOW MOVING LIKE NETFLIX, DUN OUT ERE WITH THESE BOZO SPACES ETC https://t.co/l7PnuAY1pw",0.14,0.0,0.43,0.29,0.14
333,333,"RT @MichKatami: Here is @dhanushkraja first look for #TheGrayMan. The movie will be out on July 22 on Netflix, 17th July in theatres. @AGBO…",0.0,0.0,0.0,0.0,1.0
334,334,"@ohhimu @TheMessiGirl Marvel Netflix series hai

Moonnight se 2× better 😌",0.0,0.0,0.0,0.0,1.0
335,335,"RT @netflix: The fans are ready. Are you? Ozark, the final episodes, streaming this Friday. https://t.co/DVaWE6vrHa",0.0,0.33,0.33,0.33,0.0
336,336,RT @BbHaleem: Who wants to watch an anime movie on Netflix with me? 😇 https://t.co/zVY4BvoKkt,0.0,0.0,0.0,0.0,1.0
337,337,RT @IAMINUNISON: https://t.co/HaELEgIm0B https://t.co/iXVkpMEVFW,0.0,0.0,0.0,0.0,0.0
338,338,"RT @selinasel09: Words cannot even begin to describe how healing, heart wrenching, and beautiful @netflix’s #Heartstopper is. Healing and b…",0.25,0.0,0.25,0.5,0.0
339,339,"RT @IngrahamAngle: Netflix losing subscribers.
CNN+ shuts down.
Disney stock value dropping.
Twitter takeover by Musk.

Just the beginning?",0.33,0.33,0.0,0.33,0.0
340,340,"RT @netflix: Romantic gestures on a sports fields just hit different

📺 Heartstopper 
📽️ To All The Boys... https://t.co/1cskoi77X9",0.33,0.33,0.33,0.0,0.0
341,341,"RT @smbmanibharathi: #TheGrayMan @dhanushkraja's First Look 

Trailer on Next Weak 

Streaming on Netflix from July 22, 2022. https://t.co/…",0.0,0.0,0.0,0.5,0.5
342,342,"@M4K3XHS * /  mt only 🖤
Netflix or dinner : Netflix with u 
kiss or hug : kiss and hug
baby or daddy  : dadby
challenge or up to you : up to you",0.0,0.0,0.0,0.0,0.0
343,343,@VitalikButerin @Trevornoah @TheDailyShow @ronnychieng @NICKIMINAJ @tyhenrymedium @LewisHamilton @SnoopDogg @BarackObama @CNN @MichelleObama @netflix @Beyonce @jamielynnspears @dennisrodman @KimKardashian @ericandre @KevinHart4real @RuPaul @MarvelStudios @willsmith @chrisrock @voguemagazine @CondeNast @SimonCowell @TheEllenShow @theweeknd @elonmusk @Drake @TiffanyHaddish @jadapsmith @davidduchovny @JaredLeto @thecampaignbook @lancereddick @thatdanstevens @Harry_Styles @Cirque @CDS_Group @CirqueJobs @Aquafina @CrossConnection @Justin_Willman @ravensymone @silksonic @octaviaspencer @ChrisEvans @joejonas @SnoopDogg im put my money my mouth my culture my genetic condition my dreams and faith in reality down on the light… that close ass star burning me and you crispy you heard me sun,0.0,0.0,0.2,0.6,0.2
344,344,RT @BbHaleem: Who wants to watch an anime movie on Netflix with me? 😇 https://t.co/zVY4BvoKkt,0.0,0.0,0.0,0.0,1.0
345,345,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
346,346,"@mariaga99537204 you can read it here
https://t.co/B7BAZk8Isd",0.0,0.0,0.0,0.0,0.0
347,347,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
348,348,RT @HailPrabhas: STREAMING ALERT: #RadheShyam (Hindi) Will Be Available On #Netflix From May 3rd!! #Prabhas https://t.co/30KtoUl28e,0.0,1.0,0.0,0.0,0.0
349,349,RT @hodgetwins: So is it ok for me to say Only women can get pregnant. Someone tell Netflix https://t.co/y4UveeeHyZ,0.0,0.0,0.0,0.5,0.5
350,350,"@aintbig_deal @OTTCINEMAUP Hindi is not available on Amzn, it's rights were sold to Netflix 👍",0.0,1.0,0.0,0.0,0.0
351,351,"My analysis of media rogues: We have the three P’s on one side (Peacock, Prime, Paramount+) pitted against CNN ( even if Paramount owns it), HBO, and Netflix .  
High Five P’s!  #tuesdayvibe https://t.co/sXjc3kJxB4",0.0,0.67,0.0,0.33,0.0
352,352,If anyone has netflix pls dm me,0.0,1.0,0.0,0.0,0.0
353,353,"RT @pramitheus: Also, Netflix, release Dhanush's first look. https://t.co/fDDLZDPySO",0.0,0.0,0.0,0.0,1.0
354,354,"RT @netflix: The @Russo_Brothers created an epic, globe-hopping action-packed cinematic extravaganza coming your way July 22! 

The Gray Ma…",0.0,0.5,0.0,0.0,0.5
355,355,"RT @LetsOTT: Netflix India’s new releases for the next two months. 

- RRR (Hindi).
- Beast.
- Gangubhai Kathiawadi.
- Thar.
- Masaba Masab…",0.0,0.0,0.0,0.0,0.0
356,356,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
357,357,RT @ActorRebelstar: #RadheShyam (Hindi) Will Stream on  #Netflix From May 3rd!! #Prabhas https://t.co/RZxxZJAFTh,0.0,1.0,0.0,0.0,0.0
358,358,@jimcramer Is netflix still a buy its only dropped 400 since you said to buy,0.0,0.0,0.0,0.0,1.0
359,359,RT @sunwonhaven: what if sunoo will watch netflix series with the members or one of them..... https://t.co/s7U8W83Ava,0.0,0.0,0.0,0.0,1.0
360,360,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
361,361,"RT @MattWagnerComic: GRENDEL--coming this year from Netflix!
#Grendel #Netflix #DarkhorseComics https://t.co/eqWzoObXCv",0.0,0.0,0.0,0.0,1.0
362,362,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
363,363,"RT @RubinReport: What an insane tweet by Jeff Bezos who owns the propaganda outlet know as Washington Post, as well as Amazon, which sells…",0.0,0.0,0.0,0.0,1.0
364,364,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
365,365,RT @IGN: Netflix reportedly plans to offer close to 50 games as part of its subscription by the end of the year. https://t.co/mmvdqf39hq ht…,0.0,0.5,0.5,0.0,0.0
366,366,netflix does come thru with the documentaries tho ..,0.0,0.0,0.0,0.0,0.0
367,367,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
368,368,"Finally watched that Netflix documentary that everyone was talking about a while back, Abducted in Plain Sight. You people are fascinated by the most disgusting,  fucked up things. I love it. https://t.co/yignV9xoMx",0.0,0.17,0.33,0.17,0.33
369,369,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
370,370,"RT @vamsikaka: The First Look of @dhanushkraja from @NetflixFilm's #TheGrayMan Directed by @Russo_Brothers Releases on Netflix, July 22nd h…",0.0,0.5,0.0,0.0,0.5
371,371,@bubbl3yumm @Gap @NikeNYC @50cent @HBO @PrimeVideo @netflix Thank you ❤️😘,0.0,0.0,0.0,0.0,0.0
372,372,RT @violetfirelove: netflix and lick my holes? https://t.co/LCLOMnod36,0.0,0.0,0.0,1.0,0.0
373,373,"RT @GauravS39176939: #TheGrayMan
Is A Very Popular Show a Netflix
Please Like @dhanushkraja 
Now India artist is also covered in Hollywood…",0.0,1.0,0.0,0.0,0.0
374,374,"RT @thegoodgodabove: I’ll be honest, we all share one Netflix password in heaven.",0.0,0.0,0.0,0.0,1.0
375,375,RT @DrHoenderkamp: Turned on a Netflix cartoon for my 3 year old last week called Rainbow Rangers. Episode about fracking being non environ…,0.0,0.0,0.0,0.25,0.75
376,376,"Lmao everyone is saving their Hornyness for Netflix's new release tomorrow ""365 Days :This Day""

#365daysThisDay #netflixandchill",0.0,0.0,1.0,0.0,0.0
377,377,"RT @MrVTweetz: #TheGrayMan is the most expensive film ever made by @netflix.

Production budget of $200 Million 💵 https://t.co/7LlNwqGfk8",0.0,0.0,0.0,0.5,0.5
378,378,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
379,379,RT @jaymo_ke: With all durexpect let's Netflix and chill.😌,0.0,0.0,0.0,1.0,0.0
380,380,"RT @netflix: The fans are ready. Are you? Ozark, the final episodes, streaming this Friday. https://t.co/DVaWE6vrHa",0.0,0.33,0.33,0.33,0.0
381,381,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
382,382,RT @Samrasta20: That's how we tame them. Well done Bharat! Hit them where it hurts and you can watch Azadi ki Amrit Kahaniyan on Netflix 😉…,0.25,0.0,0.0,0.25,0.5
383,383,"RT @jebin_tricks: No Vijay, Ajith, suriya fans supported Dhanush who working on Netflix's biggest project.. just imagine if dhanush is an a…",0.0,0.5,0.0,0.0,0.5
384,384,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
385,385,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
386,386,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
387,387,"RT @VenghaiMohan: International actor @dhanushkraja star ..

The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers ht…",0.0,1.0,0.0,0.0,0.0
388,388,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
389,389,Sooo late to the #SellingSunset #netflix but since diving into it why am I hooked!!🥴🙃,0.0,0.5,0.0,0.5,0.0
390,390,@StanSongKang was she offered another netflix role?,0.0,1.0,0.0,0.0,0.0
391,391,RT @stardream61016: Another reason to hate on Netflix https://t.co/Nk6QyfQwpc,0.0,0.0,0.0,1.0,0.0
392,392,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
393,393,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
394,394,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
395,395,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
396,396,RT @aspenjadexx: Wanna Netflix and chill? 😏🤤 https://t.co/cujWYGCWMk,0.0,0.0,0.0,1.0,0.0
397,397,RT @ActorRebelstar: #RadheShyam (Hindi) Will Stream on  #Netflix From May 3rd!! #Prabhas https://t.co/RZxxZJAFTh,0.0,1.0,0.0,0.0,0.0
398,398,"RT @DfcSalem: 😎🔥  #TheGrayMan
@dhanushkraja
FirstLook Poster 💥💯

@NetflixFilm July 22nd on Netflix @Russo_Brothers

Waiting Early THALAIVAA…",0.0,0.0,0.0,0.0,0.0
399,399,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
400,400,RT @brnbergeron: netflix do this with the yr cast for season two but make it spanish and let omar rate their pronunciation https://t.co/wz4…,0.0,0.33,0.0,0.67,0.0
401,401,"RT @UrsVamsiShekar: Here's The First Look of @dhanushkraja from @NetflixFilm's #TheGrayMan 💥

Directed by @Russo_Brothers,
Releasing on Net…",0.0,0.0,0.0,0.0,1.0
402,402,"RT @CultureCrave: First look at the Russo Bros' #TheGrayMan for Netflix

The film has a $200M budget and the goal is to launch a James Bond…",0.0,0.0,0.0,0.0,1.0
403,403,"RT @TeluguDFansClub: The First Look of @dhanushkraja from #TheGrayMan 🤩🔥.!

From @NetflixFilm July 22nd on Netflix @Russo_Brothers https://…",0.0,0.0,0.0,0.0,1.0
404,404,Suggest me any good movie on Netflix,0.0,0.0,1.0,0.0,0.0
405,405,"#RadheShyam (Hindi) Set to Stream on #Netflix from 3rd May. #Prabhas
#Bollywood",0.0,1.0,0.0,0.0,0.0
406,406,RT @netflix: This moment of realization in Heartstopper is a crucial reminder that having a few people who love you for who you are is much…,0.0,0.5,0.5,0.0,0.0
407,407,"Netflix won't let me ss anymore 🥺

Now how am I supposed to make easy expressions of life by just stealing kdrama stills? https://t.co/x3NfZkZoqz",0.0,0.33,0.0,0.5,0.17
408,408,"@NomahhTee What's the name of the movie? I love James Bond pls, Is it on Netflix or Showmax?",0.0,0.5,0.5,0.0,0.0
409,409,"RT @SharpwinMadness: ✨Full #Kanthony thread so you don't have to go to netflix as promised✨

#Bridgerton",0.0,0.0,0.0,1.0,0.0
410,410,OFFICIALLY starting my sds rewatch Now i would livetweet/screenshot but netflix hates everyone so . maybe i’ll use manga panels Smile !!!! https://t.co/kxm5rSEgkD,0.0,0.25,0.25,0.5,0.0
411,411,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
412,412,"RT @cheeks4042: Akka : Netflix lo Gangubhai ki English subtitles lev entra

Me : Aithey hindi nerchuko

Also Me : Eroju Meghanas lo  biryan…",0.0,0.0,0.0,0.0,0.0
413,413,RT @morningstarr06: I'm Alone Who Accompanies Me To Watch anime Netflix Or Catch Pokémon 🥺😈 https://t.co/coHNQ1v95B,0.0,0.0,0.0,0.5,0.5
414,414,RT @NV507qe: #Dhanush #TheGrayMan #Netflix,0.0,0.0,0.0,0.0,0.0
415,415,"RT @NetflixIndia: *Takes a deep breath*
RYAN GOSLING 💥 CHRIS EVANS 💥 ANA DE ARMAS 💥 DHANUSH 💥 REGÉ-JEAN PAGE 💥  
THE GRAY MAN - directed by…",0.0,1.0,0.0,0.0,0.0
416,416,Honestly if Netflix gets any worse I really won’t mind if they crack down on password sharing cause everything I watch now is on Hulu anyway,0.0,0.0,0.0,0.4,0.6
417,417,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
418,418,RT @netflix: Is it April 22 yet? https://t.co/gycROQUuIn,0.0,0.0,0.0,0.0,0.0
419,419,RT @rPrequelMemes: The fall of Netflix... https://t.co/FNXg1ppwyV https://t.co/cTu32lUwk0,0.0,0.0,0.0,0.0,0.0
420,420,RT @netflix: It’s Ryan Gosling vs. Chris Evans in The Gray Man — FIRST LOOK: https://t.co/YWxFRJW62D,0.0,0.5,0.0,0.0,0.5
421,421,@netflix No u mean Freddie Mercury,0.0,0.0,0.0,0.0,0.0
422,422,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G,0.0,1.0,0.0,0.0,0.0
423,423,"RT @EnockVinoth: Get Ready Kollywood Kids They Are Coming 😎

@dhanushkraja @RyanGosling @ChrisEvans @regejean 

July 22nd 💯 @netflix 🔥 http…",0.0,0.0,0.67,0.0,0.33
424,424,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
425,425,"@daddybull_eth @netflix Let's imagine you are entering the world of dragons 🌎

💰 Play To Earn
🎮 Featured PVP mode
💕 Breeding system
🃏 Marketplace
🪐 Metaverse and more

🐉 Come to explore and create your own Dragon NFT collection.

🔹 https://t.co/EpQs545MUO
🔹 https://t.co/4Di5FMstjI",0.0,0.33,0.0,0.33,0.33
426,426,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
427,427,"@MNodim * /  mt only 🖤
Netflix or dinner : dinner
kiss or hug : hug
baby or daddy  : daddy? 
challenge or up to you : up to you",0.0,0.0,0.0,0.0,0.0
428,428,RT @kit_connor: @netflix Might just hibernate until then…,1.0,0.0,0.0,0.0,0.0
429,429,Now watching Hold Tight #Netflix,0.0,0.0,0.0,0.0,1.0
430,430,"RT @SeriesTWBZ: Chris Evans, Ana De Armas, Ryan Gosling e Regé-Jean Page em 'The Gray Man'.

Estreia em 22 de julho na Netflix. https://t.c…",0.0,1.0,0.0,0.0,0.0
431,431,"RT @planetidle: minnie is truly insane tbh! when she was in thailand, she was booking magazine deals left and right, she’s got like a dozen…",0.0,0.5,0.0,0.0,0.5
432,432,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
433,433,"RT @AniGuha: Ryan Gosling, Chris Evans, Regé-Jean Page and…

Dhanush. How to not be excited? 

#TheGrayMan on @netflix. https://t.co/JmAXSk…",0.0,0.0,0.0,1.0,0.0
434,434,RT @netflix: This moment of realization in Heartstopper is a crucial reminder that having a few people who love you for who you are is much…,0.0,0.5,0.5,0.0,0.0
435,435,RT @AngieCoss2002: Pikachu I choose you! Come to my crib so we can watch Netflix or Pokémon 🍑 https://t.co/g5tObvZkpr,0.0,0.0,0.0,0.0,1.0
436,436,"RT @Viviana2451: Can I invite you over to watch anime, Netflix and play with Pokémon?  🙈 https://t.co/dsGrrHKP72",0.0,0.67,0.0,0.0,0.33
437,437,"RT @MichKatami: Here is @dhanushkraja first look for #TheGrayMan. The movie will be out on July 22 on Netflix, 17th July in theatres. @AGBO…",0.0,0.0,0.0,0.0,1.0
438,438,"RT @netflix: The fans are ready. Are you? Ozark, the final episodes, streaming this Friday. https://t.co/DVaWE6vrHa",0.0,0.33,0.33,0.33,0.0
439,439,"RT @netflix: Heartstopper taught me that ""Hi"" can be the most romantic word in the English language. https://t.co/Vu8x00B0Uz",0.25,0.0,0.25,0.25,0.25
440,440,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
441,441,RT @netflix: This moment of realization in Heartstopper is a crucial reminder that having a few people who love you for who you are is much…,0.0,0.5,0.5,0.0,0.0
442,442,"RT @MichKatami: Here is @dhanushkraja first look for #TheGrayMan. The movie will be out on July 22 on Netflix, 17th July in theatres. @AGBO…",0.0,0.0,0.0,0.0,1.0
443,443,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
444,444,Heartstopper best Netflix series me thinks,0.0,0.0,0.0,0.0,1.0
445,445,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…",0.0,0.4,0.4,0.2,0.0
446,446,"comparing these two shows is a crime, one is so much better than the other 

spoiler it's Heartstopper https://t.co/Tj8byVJmkr",0.0,0.0,0.0,0.5,0.5
447,447,"RT @MichKatami: Here is @dhanushkraja first look for #TheGrayMan. The movie will be out on July 22 on Netflix, 17th July in theatres. @AGBO…",0.0,0.0,0.0,0.0,1.0
448,448,"RT @cinemasrasigan: waiting .@dhanushkraja  movie releases July 22 😊 #netflix enjoy 😉  mass paniruvoma  😍

#TheGrayMan #Dhanush #dhanushkra…",0.0,0.0,0.5,0.0,0.5
449,449,"RT @AmbrosiansNFT: The rumbling caused by the Ambrosian Army mobilizing has been heard by the masses ⚡

FP ATH @ 0.88 📈
Staking ATH at 51%…",0.0,0.0,0.0,0.0,0.0
450,450,"RT @PopBase: ‘Heartstopper’ is officially one of Netflix’s most critically-acclaimed shows ever, with a perfect score of 100% on Rotten Tom…",0.33,0.0,0.0,0.33,0.33
451,451,"RT @Heartstopper_TV: THEY'RE THE MOMENT!!

Heartstopper is now officially certified fresh on rotten tomatoes with 100% critics score, being…",0.5,0.5,0.0,0.0,0.0
452,452,"RT @KinelRyan: Elon buying Twitter, CNN+ failing, Disney vs DeSantis, Netflix stock tanking.... It feels like the energy has shifted.",0.0,0.5,0.0,0.5,0.0
